总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
150.0,15709,硚口 古田 ,广电江湾新城北区,3室2厅1厨1卫,中楼层 (共18层),95.49㎡,平层,85㎡,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2020-11-14,商品房,2017-07-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2020111694XvA
109.0,15695,硚口 宗关 二至三环,华鼎尚都国际,2室1厅1厨1卫,高楼层 (共32层),69.45㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯六户,有,暂无数据,2022-05-21,商品房,2021-05-21,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210823xkPOg
145.0,22172,硚口 宗关 二至三环,保利香槟国际,2室2厅1厨1卫,中楼层 (共34层),65.4㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯六户,有,暂无数据,2023-09-04,商品房,2015-03-10,普通住宅,满五年,非共有,"
                                有抵押 3万元 业主自还
                              ",已上传房本照片,20230911vB6Eg
105.0,15816,硚口 古田 二至三环,广电兰亭荣荟,2室1厅1厨1卫,高楼层 (共47层),66.39㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,三梯六户,有,暂无数据,2023-09-01,商品房,2019-09-19,普通住宅,满两年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片,20230926F9vrd
110.0,11601,硚口 古田 ,雅丰园,2室2厅1厨1卫,中楼层 (共6层),94.82㎡,平层,暂无数据,板楼,南,钢混结构,精装,暂无数据,无,暂无数据,2023-04-07,商品房,2021-06-21,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220701HXSXD
108.0,13136,硚口 宗关 二至三环,日月佳苑,2室1厅1厨1卫,中楼层 (共29层),82.22㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,2022-04-23,商品房,2021-05-11,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210604W1gqL
155.0,23128,硚口 宝丰崇仁 一至二环,葛洲坝城市花园,1室1厅1厨1卫,低楼层 (共33层),67.02㎡,平层,暂无数据,板楼,东北,钢混结构,精装,两梯六户,有,暂无数据,2023-03-11,商品房,2018-05-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230203iFTCY 
155.0,24611,硚口 宝丰崇仁 一至二环,硚北社区,2室1厅1厨1卫,低楼层 (共7层),62.98㎡,平层,暂无数据,塔楼,南,混合结构,其他,暂无数据,无,暂无数据,2023-08-13,房改房,2016-04-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20201007CUo9A
152.0,21991,硚口 集贤 一至二环,人信武胜里,2室1厅1厨1卫,低楼层 (共33层),69.12㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯八户,有,暂无数据,2020-07-28,商品房,2018-10-04,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231016u906g
106.0,14970,硚口 宝丰崇仁 ,凌云社区,2室2厅1厨1卫,中楼层 (共6层),70.81㎡,平层,暂无数据,板楼,南 北,混合结构,简装,暂无数据,无,暂无数据,2023-06-26,商品房,2004-11-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230626viDkW
134.0,22743,硚口 宗关 一至二环,时代新世界,2室1厅1厨1卫,中楼层 (共44层),58.92㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,四梯九户,有,暂无数据,2021-10-12,商品房,2020-12-08,普通住宅,满两年,非共有,"
                                有抵押 86万元 农村商业银行 客户偿还
                              ",已上传房本照片,20220208nJsoO
126.0,16628,硚口 汉正街 二至三环,民安大厦,2室1厅1厨1卫,中楼层 (共22层),75.78㎡,平层,75.78㎡,塔楼,东南,钢混结构,精装,两梯十六户,有,暂无数据,2022-04-25,商品房,2012-10-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220426Afuv1
107.0,16113,硚口 宝丰崇仁 一至二环,营房北村,2室1厅1厨1卫,中楼层 (共5层),66.41㎡,平层,暂无数据,板楼,南 北,混合结构,精装,暂无数据,无,暂无数据,2022-06-27,商品房,2019-06-29,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,20200423PyUYF
150.0,16682,硚口 古田 二至三环,赛达国际,2室1厅1厨1卫,中楼层 (共32层),89.92㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,暂无数据,2022-09-18,商品房,2019-11-06,普通住宅,满两年,非共有,"
                                有抵押 52万元 交通银行 业主自还
                              ",已上传房本照片,20200407D6Q1g
105.0,14220,硚口 古田 二至三环,华鼎丽都国际,2室1厅1厨1卫,高楼层 (共27层),73.84㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯六户,有,暂无数据,2023-04-10,商品房,2017-07-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230418DA0Hw
165.0,13772,硚口 汉正街 二至三环,雅典居花园,3室2厅1厨1卫,中楼层 (共25层),119.81㎡,平层,100㎡,塔楼,东,钢混结构,简装,三梯十一户,有,暂无数据,2023-04-11,商品房,2014-01-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200722vmuoR
105.0,14220,硚口 古田 二至三环,华鼎丽都国际,2室1厅1厨1卫,高楼层 (共27层),73.84㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯六户,有,暂无数据,2023-04-10,商品房,2017-07-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230418DA0Hw
160.0,23461,硚口 武广万松园 一环内,新世界汇豪邸,1室1厅1厨1卫,中楼层 (共32层),68.2㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2019-10-11,商品房,2017-02-04,普通住宅,满五年,非共有,"
                                有抵押 60万元
                              ",已上传房本照片,20191230M6Zy5
130.0,17329,硚口 武广万松园 ,新兴物业一小区,2室1厅1厨1卫,高楼层 (共7层),75.02㎡,平层,64.64㎡,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2022-05-20,商品房,2010-05-26,普通住宅,满五年,非共有,"
                                有抵押 30万元 可商议 业主自还
                              ",已上传房本照片,20220701WbpOT
150.0,16682,硚口 古田 二至三环,赛达国际,2室1厅1厨1卫,中楼层 (共32层),89.92㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,暂无数据,2022-09-18,商品房,2019-11-06,普通住宅,满两年,非共有,"
                                有抵押 52万元 交通银行 业主自还
                              ",已上传房本照片,20200407D6Q1g
140.0,15570,硚口 古田 二至三环,赛达国际,2室1厅1厨1卫,低楼层 (共32层),89.92㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯六户,有,暂无数据,2022-10-01,商品房,2014-10-19,普通住宅,满五年,非共有,"
                                有抵押 混合贷款30w
                              ",已上传房本照片,20211011vbWsd
165.0,13772,硚口 汉正街 二至三环,雅典居花园,3室2厅1厨1卫,中楼层 (共25层),119.81㎡,平层,100㎡,塔楼,东,钢混结构,简装,三梯十一户,有,暂无数据,2023-04-11,商品房,2014-01-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200722vmuoR
138.0,15084,硚口 古田 二至三环,海尔国际广场,2室1厅1厨1卫,中楼层 (共46层),91.49㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-08-02,商品房,2020-08-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230209fCcnF
108.0,12766,硚口 古田 二至三环,华鼎丽都国际,2室2厅1厨1卫,高楼层 (共33层),84.6㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,两梯六户,有,暂无数据,2023-07-16,拆迁还建房,2021-07-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230718jqKVK
122.0,17669,硚口 宝丰崇仁 ,鄂教小区,2室1厅1厨1卫,中楼层 (共7层),69.05㎡,平层,暂无数据,板楼,东 西,混合结构,其他,暂无数据,暂无数据,暂无数据,2023-07-08,商品房,2006-07-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202203156CL9c
105.0,13388,硚口 宗关 ,阮家台铁路住宅小区,2室1厅1厨1卫,中楼层 (共7层),78.43㎡,平层,暂无数据,塔楼,东南 西南,钢混结构,精装,暂无数据,无,暂无数据,2020-05-05,商品房,2006-08-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200513jQuQY
155.0,16952,硚口 汉正街 一至二环,暨济春天园,2室1厅1厨1卫,低楼层 (共22层),91.44㎡,平层,75.82㎡,塔楼,东南 西南,钢混结构,精装,两梯十八户,有,暂无数据,2023-06-03,商品房,2013-08-08,普通住宅,满五年,非共有,"
                                有抵押 70万元 中国银行抵押了70万， 业主自还
                              ",已上传房本照片,2023060446Tuw
110.0,12659,硚口 集贤 ,利济西巷4到8号,2室1厅1厨1卫,高楼层 (共8层),86.9㎡,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,无,暂无数据,2022-08-23,商品房,2005-05-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220809wYSrS
108.0,20060,硚口 集贤 一环内,江山如画四期,1室1厅1厨1卫,高楼层 (共33层),53.84㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯六户,有,暂无数据,2023-06-27,商品房,2017-06-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230619Olk6i
135.0,27028,硚口 集贤 ,江山如画六期,1室1厅1厨1卫,中楼层 (共31层),49.95㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,暂无数据,2022-10-04,商品房,2019-01-11,普通住宅,满五年,非共有,"
                                有抵押 35万元 工商银行 业主自还
                              ",已上传房本照片,20221004UkPak
154.0,16842,硚口 汉正街 一至二环,暨济春天园,3室1厅1厨1卫,低楼层 (共22层),91.44㎡,平层,75.82㎡,塔楼,西,钢混结构,精装,两梯十八户,有,暂无数据,2022-11-14,商品房,2011-07-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20221115kRJ7H
145.0,13542,硚口 集贤 一至二环,幸乐社区,2室2厅1厨2卫,高楼层 (共9层),107.08㎡,平层,暂无数据,板楼,南,混合结构,其他,暂无数据,无,暂无数据,2022-06-04,商品房,2002-06-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200107tFOvZ
104.0,17733,硚口 集贤 一至二环,万安国际公寓,1室1厅1厨1卫,中楼层 (共27层),58.65㎡,平层,暂无数据,塔楼,北,钢混结构,其他,三梯十六户,有,暂无数据,2023-03-04,商品房,2018-11-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210608AECPl
124.0,23953,硚口 集贤 一环内,江山如画四期,1室1厅1厨1卫,低楼层 (共33层),51.77㎡,平层,暂无数据,板楼,东南,钢混结构,简装,两梯六户,有,暂无数据,2023-02-22,商品房,2018-03-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230223vTDl0
118.0,23422,硚口 汉正街 一至二环,中心嘉园,1室1厅1厨1卫,中楼层 (共19层),50.38㎡,平层,暂无数据,板楼,北,钢混结构,简装,两梯五户,有,暂无数据,2023-08-29,商品房,2018-12-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230209ARVTm
132.0,15042,硚口 宝丰崇仁 二至三环,鑫海花园,3室2厅1厨1卫,低楼层 (共7层),87.76㎡,平层,79.68㎡,塔楼,东南 南,钢混结构,精装,暂无数据,无,暂无数据,2022-03-15,商品房,2011-02-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202203189iXgn
167.0,19004,硚口 古田 一至二环,汉水熙园,2室2厅1厨1卫,高楼层 (共15层),87.88㎡,平层,暂无数据,塔楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-06-10,商品房,2009-03-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200604dwQJr
108.0,22468,硚口 集贤 ,圣锦苑,1室1厅1厨1卫,低楼层 (共17层),48.07㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯十二户,有,暂无数据,2023-06-03,房改房,2020-12-23,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230606v3E66
110.0,14667,硚口 集贤 一至二环,万安社区,2室1厅1厨1卫,中楼层 (共9层),75㎡,平层,暂无数据,板楼,东,钢混结构,精装,暂无数据,无,暂无数据,2020-09-08,商品房,2005-09-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200915ajnfB
135.0,18236,硚口 集贤 一至二环,荣西社区,2室1厅1厨1卫,低楼层 (共7层),74.03㎡,平层,暂无数据,塔楼,南 北,砖混结构,简装,暂无数据,暂无数据,暂无数据,2023-02-14,房改房,2016-02-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202205062dphS
140.0,19650,硚口 集贤 一至二环,宝康苑,2室2厅1厨1卫,中楼层 (共18层),71.25㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯十二户,有,暂无数据,2022-04-21,商品房,2018-02-02,普通住宅,满五年,非共有,"
                                有抵押   业主自还
                              ",已上传房本照片,20220421x0EP5
170.0,14504,硚口 古田 二至三环,汉口春天,3室2厅1厨2卫,低楼层 (共20层),117.21㎡,平层,117.21㎡,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-07-21,商品房,2009-02-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230721074ue
145.0,19984,硚口 集贤 一至二环,宝康苑,2室1厅1厨1卫,低楼层 (共18层),72.56㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯十二户,有,暂无数据,2023-02-20,集资房,2019-01-02,普通住宅,满五年,共有,"
                                有抵押 70万元 客户偿还
                              ",已上传房本照片,20230221Yh6Lv
118.0,14467,硚口 宝丰崇仁 ,宝丰二路3号付11号,2室2厅1厨1卫,高楼层 (共7层),81.57㎡,平层,80.11㎡,板楼,南 北,混合结构,精装,暂无数据,无,暂无数据,2022-05-05,商品房,2020-05-27,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202205084AGGO
140.0,26877,硚口 宝丰崇仁 一至二环,葛洲坝城市花园,1室1厅1厨1卫,高楼层 (共33层),52.09㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯六户,有,暂无数据,2021-06-22,商品房,2021-10-29,普通住宅,满两年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片,20211111no8X4
170.0,19332,硚口 宗关 一至二环,洺悦府,2室2厅1厨1卫,低楼层 (共33层),87.94㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯五户,有,暂无数据,2023-05-24,商品房,2019-06-25,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230625AUGxg
125.0,19300,硚口 古田 二至三环,广电兰亭荣荟,2室2厅1厨1卫,低楼层 (共33层),64.77㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯五户,有,暂无数据,2023-02-21,商品房,2018-02-28,普通住宅,满五年,非共有,"
                                有抵押 77万元 工行 客户偿还
                              ",已上传房本照片,20201221HXrfY	
168.0,17194,硚口 古田 二至三环,香港映象,2室2厅1厨1卫,高楼层 (共28层),97.71㎡,平层,78.92㎡,板楼,南,钢混结构,简装,两梯六户,有,暂无数据,2021-09-01,商品房,2010-08-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200907hPOF5
146.0,13748,硚口 集贤 一至二环,万安国际公寓,2室1厅1厨1卫,中楼层 (共27层),106.2㎡,平层,暂无数据,塔楼,东北,钢混结构,其他,三梯十六户,有,暂无数据,2022-12-20,商品房,2006-09-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200808NuwVj
138.0,14270,硚口 古田 ,广电江湾新城南区,2室1厅1厨1卫,中楼层 (共23层),96.71㎡,平层,暂无数据,板楼,东南,钢混结构,其他,两梯四户,有,暂无数据,2023-10-19,商品房,2021-07-28,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,20231020cZfZ3
135.0,18236,硚口 集贤 一至二环,荣西社区,2室1厅1厨1卫,低楼层 (共7层),74.03㎡,平层,暂无数据,塔楼,南 北,砖混结构,简装,暂无数据,暂无数据,暂无数据,2023-02-14,房改房,2016-02-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202205062dphS
110.0,14667,硚口 集贤 一至二环,万安社区,2室1厅1厨1卫,中楼层 (共9层),75㎡,平层,暂无数据,板楼,东,钢混结构,精装,暂无数据,无,暂无数据,2020-09-08,商品房,2005-09-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200915ajnfB
140.0,16504,硚口 古田 二至三环,汉江湾壹号,2室2厅1厨1卫,中楼层 (共31层),84.83㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-09-02,商品房,2021-05-29,普通住宅,满两年,非共有,"
                                有抵押 90万元
                              ",已上传房本照片,20230825Zmkl4
139.0,16386,硚口 古田 二至三环,汉江湾壹号,2室2厅1厨1卫,中楼层 (共31层),84.83㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2023-04-30,商品房,2018-11-16,普通住宅,满五年,共有,"
                                有抵押 22万元 工商银行 业主自还
                              ",已上传房本照片,202304307bWCx
145.0,19984,硚口 集贤 一至二环,宝康苑,2室1厅1厨1卫,低楼层 (共18层),72.56㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯十二户,有,暂无数据,2023-02-20,集资房,2019-01-02,普通住宅,满五年,共有,"
                                有抵押 70万元 客户偿还
                              ",已上传房本照片,20230221Yh6Lv
140.0,19650,硚口 集贤 一至二环,宝康苑,2室2厅1厨1卫,中楼层 (共18层),71.25㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯十二户,有,暂无数据,2022-04-21,商品房,2018-02-02,普通住宅,满五年,非共有,"
                                有抵押   业主自还
                              ",已上传房本照片,20220421x0EP5
108.0,22468,硚口 集贤 ,圣锦苑,1室1厅1厨1卫,低楼层 (共17层),48.07㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯十二户,有,暂无数据,2023-06-03,房改房,2020-12-23,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230606v3E66
170.0,14504,硚口 古田 二至三环,汉口春天,3室2厅1厨2卫,低楼层 (共20层),117.21㎡,平层,117.21㎡,板楼,南 北,钢混结构,其他,两梯四户,有,暂无数据,2023-07-21,商品房,2009-02-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230721074ue
120.0,22289,硚口 集贤 一环内,江山如画四期,1室1厅1厨1卫,低楼层 (共33层),53.84㎡,平层,40.89㎡,板楼,东 东南,钢混结构,精装,两梯六户,有,暂无数据,2023-07-08,商品房,2017-07-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230610GfjYF
138.0,22331,硚口 宝丰崇仁 二至三环,时代天骄,2室2厅1厨2卫,低楼层 (共22层),61.8㎡,复式,暂无数据,板楼,南 北,钢混结构,简装,四梯二十八户,有,暂无数据,2023-09-02,商品房,2012-08-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230906W3Nu4
153.0,15958,硚口 集贤 一至二环,华昌大厦,2室1厅1厨1卫,中楼层 (共8层),95.88㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-07-08,商品房,2009-08-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230711ERfB6
130.0,12718,硚口 宗关 ,丽水康城,2室2厅1厨1卫,高楼层 (共18层),102.22㎡,平层,80.84㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2022-09-22,商品房,2019-08-05,普通住宅,满两年,非共有,"
                                有抵押 89万元
                              ",已上传房本照片,20220922lk0qP
125.0,14099,硚口 宗关 二至三环,日月佳苑,3室2厅1厨1卫,低楼层 (共17层),88.66㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯六户,有,暂无数据,2023-09-04,经济适用房,2021-02-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230819avHw4
147.0,17046,硚口 古田 二至三环,中民长青里,2室2厅1厨1卫,中楼层 (共32层),86.24㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯四户,有,暂无数据,2023-04-10,商品房,2017-12-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220427HUYNT
110.0,17441,硚口 古田 ,解放大道102到110号,2室1厅1厨1卫,中楼层 (共8层),63.07㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,暂无数据,无,暂无数据,2023-05-07,房改房,2019-01-21,普通住宅,满五年,非共有,"
                                有抵押 25万元
                              ",已上传房本照片,20230311YenEc
104.0,13849,硚口 古田 一至二环,新华社区(硚口),2室2厅1厨1卫,低楼层 (共7层),75.1㎡,平层,75.1㎡,板楼,南 北,混合结构,精装,暂无数据,无,暂无数据,2022-09-01,房改房,2018-10-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220903QD58w
135.0,18286,硚口 武广万松园 ,新兴物业一小区,2室1厅1厨1卫,低楼层 (共7层),73.83㎡,平层,暂无数据,板楼,北 西北 西,钢混结构,简装,暂无数据,无,暂无数据,2023-05-09,商品房,2006-12-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230519DaU2F
117.0,13325,硚口 古田 一至二环,百姓之春,2室2厅1厨1卫,高楼层 (共11层),87.81㎡,平层,75.28㎡,板楼,南 北,钢混结构,精装,一梯四户,有,暂无数据,2020-07-23,商品房,2009-09-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230815f3X40
138.0,13229,硚口 汉正街 一环内,汉正花园,2室2厅1厨1卫,中楼层 (共25层),104.32㎡,平层,90㎡,塔楼,南,钢混结构,其他,三梯十户,有,暂无数据,2023-01-04,商品房,2002-01-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200802Q59Ot
125.0,15419,硚口 古田 一至二环,康怡苑小区,2室2厅1厨1卫,中楼层 (共8层),81.07㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,暂无数据,无,暂无数据,2022-10-10,商品房,2021-04-07,普通住宅,满两年,非共有,"
                                有抵押 50万元 工商银行 客户偿还
                              ",已上传房本照片,20221010PDVkv
120.0,13310,硚口 古田 二至三环,融侨锦城,2室2厅1厨1卫,高楼层 (共11层),90.16㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,有,暂无数据,2021-12-20,商品房,2018-03-05,普通住宅,满五年,非共有,"
                                有抵押 83万元
                              ",已上传房本照片,20211224yGJD2
120.0,13310,硚口 古田 二至三环,融侨锦城,2室2厅1厨1卫,高楼层 (共11层),90.16㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,有,暂无数据,2021-12-20,商品房,2018-03-05,普通住宅,满五年,非共有,"
                                有抵押 83万元
                              ",已上传房本照片,20211224yGJD2
105.0,11046,硚口 古田 二至三环,南垸小区,2室2厅1厨1卫,高楼层 (共7层),95.06㎡,平层,暂无数据,塔楼,南 北,混合结构,精装,暂无数据,无,暂无数据,2023-06-22,商品房,2006-03-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230622AV2b6
155.0,16942,硚口 古田 二至三环,海尔国际广场,2室2厅1厨1卫,低楼层 (共46层),91.49㎡,平层,暂无数据,板楼,东南,钢混结构,其他,两梯四户,有,暂无数据,2023-06-25,商品房,2020-06-03,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230713y2ht8
108.0,20742,硚口 宝丰崇仁 一至二环,裕亚俊园,1室1厅1厨1卫,高楼层 (共26层),52.07㎡,平层,40.11㎡,塔楼,南,钢混结构,精装,四梯十九户,有,暂无数据,2022-08-05,商品房,2017-08-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202208070IpvW
140.0,16729,硚口 古田 二至三环,广电兰亭荣荟,2室2厅1厨1卫,中楼层 (共47层),83.69㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,三梯六户,有,暂无数据,2020-10-10,商品房,2019-11-22,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200104yoMtB
168.0,19920,硚口 汉正街 一至二环,中心嘉园,2室2厅1厨1卫,低楼层 (共30层),84.34㎡,平层,暂无数据,板楼,北,钢混结构,精装,三梯五户,有,暂无数据,2022-07-08,商品房,2017-12-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210629O2KD5
160.0,22949,硚口 宝丰崇仁 一至二环,同馨花园二期,2室1厅1厨1卫,高楼层 (共30层),69.72㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,暂无数据,2022-07-18,商品房,2015-09-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200830xfoTU
159.0,25526,硚口 古田 ,东源小区,3室2厅1厨1卫,中楼层 (共14层),62.29㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯六户,有,暂无数据,2023-10-25,商品房,2018-10-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231022h8fdG
108.0,20742,硚口 宝丰崇仁 一至二环,裕亚俊园,1室1厅1厨1卫,高楼层 (共26层),52.07㎡,平层,40.11㎡,塔楼,南,钢混结构,精装,四梯十九户,有,暂无数据,2022-08-05,商品房,2017-08-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202208070IpvW
168.0,17277,硚口 汉正街 一环内,财源大厦,2室2厅1厨1卫,高楼层 (共33层),97.24㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,三梯八户,有,暂无数据,2023-03-01,商品房,2017-08-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210712GdiEt
145.0,16731,硚口 古田 二至三环,联发九都府,2室2厅1厨1卫,中楼层 (共33层),86.67㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-10-04,商品房,2015-03-02,普通住宅,满五年,非共有,"
                                有抵押 120万元 邮政银行 客户偿还
                              ",已上传房本照片,20231005g7Y3f
145.0,16731,硚口 古田 二至三环,联发九都府,2室2厅1厨1卫,中楼层 (共33层),86.67㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-10-04,商品房,2015-03-02,普通住宅,满五年,非共有,"
                                有抵押 120万元 邮政银行 客户偿还
                              ",已上传房本照片,20231005g7Y3f
161.0,24030,硚口 宝丰崇仁 一至二环,中御公馆,2室1厅1厨1卫,低楼层 (共34层),67㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,两梯五户,有,暂无数据,2023-03-14,商品房,2021-02-20,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,	20230314fIlr8
168.0,19920,硚口 汉正街 一至二环,中心嘉园,2室2厅1厨1卫,低楼层 (共30层),84.34㎡,平层,暂无数据,板楼,北,钢混结构,精装,三梯五户,有,暂无数据,2022-07-08,商品房,2017-12-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210629O2KD5
115.0,12065,硚口 古田 二至三环,南垸小区,2室2厅1厨1卫,高楼层 (共7层),95.32㎡,平层,暂无数据,板楼,南 北,混合结构,其他,暂无数据,无,暂无数据,2021-12-27,商品房,2002-11-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211231H6tGe
